dist, angle, rangeIR, mts, flag
7, 0, 4361044, 181948, 1
7, 1, 4341141, 181978, 1
7, 1, 4338244, 182009, 1
7, 0, 4340858, 182039, 1
7, 1, 4327402, 182069, 1
7, 1, 4293309, 182099, 1
7, 1, 4244286, 182129, 1
7, 1, 4215882, 182159, 1
7, 0, 4217005, 182189, 1
7, 1, 4214023, 182219, 1
7, 1, 4181425, 182249, 1
7, 0, 4152756, 182279, 1
6, 1, 4207656, 182309, 1
7, 1, 4424568, 182339, 1
7, 1, 4348513, 182369, 1
7, 1, 4101347, 182400, 1
8, 0, 4086213, 182430, 1
6, 1, 4051232, 182460, 1
8, 1, 4026154, 182490, 1
7, 1, 4005305, 182520, 1
7, 1, 3972267, 182550, 1
7, 0, 3961484, 182580, 1
7, 1, 3931668, 182610, 1
7, 1, 3902592, 182640, 1
7, 0, 3899516, 182670, 1
6, 1, 3866239, 182700, 1
8, 1, 3838878, 182730, 1
6, 1, 3825047, 182760, 1
8, 0, 3791795, 182791, 1
7, 1, 3737997, 182821, 1
7, 1, 3672786, 182851, 1
7, 1, 3653942, 182881, 1
7, 0, 3681557, 182911, 1
7, 1, 3637042, 182941, 1
7, 1, 3577366, 182971, 1
7, 1, 3550141, 183001, 1
7, 1, 3324686, 183031, 1
7, 0, 3287822, 183061, 1
7, 1, 3422498, 183091, 1
7, 1, 3390572, 183122, 1
7, 0, 3382323, 183152, 1
7, 1, 3352761, 183182, 1
7, 1, 3300944, 183212, 1
6, 1, 3265006, 183242, 1
8, 0, 3222296, 183272, 1
7, 1, 3194203, 183302, 1
7, 1, 3196553, 183332, 1
7, 1, 3192569, 183362, 1
7, 0, 3127207, 183392, 1
7, 1, 3068618, 183422, 1
7, 1, 3010449, 183452, 1
7, 1, 2828896, 183482, 1
7, 0, 2822821, 183513, 1
7, 1, 2910246, 183543, 1
7, 1, 2892045, 183573, 1
7, 0, 2919899, 183603, 1
7, 1, 2938529, 183633, 1
7, 1, 2884663, 183663, 1
7, 1, 2821647, 183693, 1
7, 0, 2813430, 183723, 1
7, 1, 2782133, 183753, 1
7, 1, 2752808, 183783, 1
7, 1, 2752339, 183813, 1
7, 0, 2749235, 183843, 1
7, 1, 2694037, 183873, 1
7, 1, 2642027, 183903, 1
7, 1, 2631872, 183934, 1
7, 1, 2402568, 183964, 1
7, 0, 2379057, 183994, 1
7, 1, 2553323, 184024, 1
7, 1, 2520648, 184054, 1
7, 1, 2506622, 184084, 1
7, 0, 2540984, 184114, 1
7, 1, 2540984, 184144, 1
